C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\.venv\Scripts\python.exe C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\feature_selection\fs1_xgb_autofe.py
df_train_features.shape=(750000, 221)
len(FEATURES_ALREADY_FOUND)=0
Starting Forward Feature Selection.
Original Features (always selected): ['Sex', 'Age', 'Height', 'Weight', 'Duration', 'Heart_Rate', 'Body_Temp']
Initial features to select: []
Initial features to discard: []
Scoring baseline model
Baseline score: -0.06312 ((750000, 7)) (6.97s)
Round 1/25
119/220 Feature GroupByThenMean_Height_Weight                                                                  : score -0.06264 ((750000, 8))
120/220 Feature Max_Weight_Heart_Rate                                                                          : score -0.06269 ((750000, 8))
121/220 Feature Combine_Height_Heart_Rate                                                                      : score -0.07556 ((750000, 8))
122/220 Feature CombineThenFreq_Height_Heart_Rate                                                              : score -0.06315 ((750000, 8))
123/220 Feature CombineThenFreq_Height_Weight                                                                  : score -0.06315 ((750000, 8))
124/220 Feature Divide_Weight_Heart_Rate                                                                       : score -0.06331 ((750000, 8))
125/220 Feature GroupByThenMean_Heart_Rate_Height                                                              : score -0.06268 ((750000, 8))
126/220 Feature Combine_Sex_Weight                                                                             : score -0.06600 ((750000, 8))
127/220 Feature Combine_Age_Weight                                                                             : score -0.07476 ((750000, 8))
128/220 Feature GroupByThenRank_Height_Duration                                                                : score -0.06307 ((750000, 8))
129/220 Feature GroupByThenRank_Sex_Heart_Rate                                                                 : score -0.06343 ((750000, 8))
130/220 Feature Residual_Height                                                                                : score -0.06311 ((750000, 8))
131/220 Feature Divide_Heart_Rate_Duration                                                                     : score -0.06257 ((750000, 8))
132/220 Feature GroupByThenRank_Age_Body_Temp                                                                  : score -0.06375 ((750000, 8))
133/220 Feature GroupByThenRank_Weight_Body_Temp                                                               : score -0.06308 ((750000, 8))
134/220 Feature GroupByThenMean_Age_Weight                                                                     : score -0.06256 ((750000, 8))
135/220 Feature Minus_Weight_Body_Temp                                                                         : score -0.06387 ((750000, 8))
136/220 Feature GroupByThenRank_Height_Body_Temp                                                               : score -0.06365 ((750000, 8))
137/220 Feature Max_Age_Body_Temp                                                                              : score -0.06300 ((750000, 8))
138/220 Feature GroupByThenRank_Sex_Body_Temp                                                                  : score -0.06398 ((750000, 8))
139/220 Feature Multiply_Age_Duration                                                                          : score -0.06320 ((750000, 8))
140/220 Feature Divide_Age_Body_Temp                                                                           : score -0.06316 ((750000, 8))
141/220 Feature GroupByThenMean_Body_Temp_Weight                                                               : score -0.06266 ((750000, 8))
142/220 Feature GroupByThenRank_Duration_Body_Temp                                                             : score -0.06311 ((750000, 8))
143/220 Feature Min_Age_Body_Temp                                                                              : score -0.06255 ((750000, 8))
144/220 Feature Combine_Sex_Body_Temp                                                                          : score -0.06388 ((750000, 8))
145/220 Feature Minus_Sex_Duration                                                                             : score -0.06270 ((750000, 8))
146/220 Feature Residual_Weight                                                                                : score -0.06312 ((750000, 8))
147/220 Feature Combine_Height_Body_Temp                                                                       : score -0.07210 ((750000, 8))
148/220 Feature CombineThenFreq_Age_Weight                                                                     : score -0.06356 ((750000, 8))
149/220 Feature CombineThenFreq_Sex_Weight                                                                     : score -0.06265 ((750000, 8))
150/220 Feature Divide_Body_Temp_Height                                                                        : score -0.06271 ((750000, 8))
151/220 Feature Divide_Weight_Duration                                                                         : score -0.06365 ((750000, 8))
152/220 Feature Divide_Sex_Age                                                                                 : score -0.06306 ((750000, 8))
153/220 Feature Residual_Body_Temp                                                                             : score -0.06259 ((750000, 8))
154/220 Feature Divide_Duration_Body_Temp                                                                      : score -0.06238 ((750000, 8))
155/220 Feature Minus_Sex_Height                                                                               : score -0.06351 ((750000, 8))
156/220 Feature Divide_Duration_Weight                                                                         : score -0.06511 ((750000, 8))
157/220 Feature Combine_Weight_Duration                                                                        : score -0.07398 ((750000, 8))
158/220 Feature Max_Age_Duration                                                                               : score -0.06361 ((750000, 8))
159/220 Feature GroupByThenMean_Body_Temp_Height                                                               : score -0.06268 ((750000, 8))
160/220 Feature Divide_Body_Temp_Duration                                                                      : score -0.06263 ((750000, 8))
161/220 Feature Combine_Weight_Heart_Rate                                                                      : score -0.07813 ((750000, 8))
162/220 Feature Minus_Height_Body_Temp                                                                         : score -0.06309 ((750000, 8))
163/220 Feature Combine_Sex_Duration                                                                           : score -0.06232 ((750000, 8))
164/220 Feature Combine_Duration_Body_Temp                                                                     : score -0.06545 ((750000, 8))
165/220 Feature Combine_Age_Heart_Rate                                                                         : score -0.07519 ((750000, 8))
166/220 Feature Divide_Sex_Heart_Rate                                                                          : score -0.06285 ((750000, 8))
167/220 Feature Plus_Height_Weight                                                                             : score -0.06292 ((750000, 8))
168/220 Feature GroupByThenMean_Body_Temp_Duration                                                             : score -0.06312 ((750000, 8))
169/220 Feature GroupByThenMean_Height_Age                                                                     : score -0.06358 ((750000, 8))
170/220 Feature CombineThenFreq_Weight_Heart_Rate                                                              : score -0.06357 ((750000, 8))
171/220 Feature GroupByThenMean_Duration_Height                                                                : score -0.06275 ((750000, 8))
172/220 Feature GroupByThenRank_Height_Heart_Rate                                                              : score -0.06323 ((750000, 8))
173/220 Feature Minus_Sex_Weight                                                                               : score -0.06284 ((750000, 8))
174/220 Feature Multiply_Sex_Age                                                                               : score -0.06235 ((750000, 8))
175/220 Feature Minus_Sex_Heart_Rate                                                                           : score -0.06458 ((750000, 8))
176/220 Feature GroupByThenMean_Duration_Heart_Rate                                                            : score -0.06279 ((750000, 8))
177/220 Feature GroupByThenMean_Body_Temp_Age                                                                  : score -0.06388 ((750000, 8))
178/220 Feature Multiply_Heart_Rate_Body_Temp                                                                  : score -0.06305 ((750000, 8))
179/220 Feature Divide_Age_Heart_Rate                                                                          : score -0.06325 ((750000, 8))
180/220 Feature Divide_Weight_Body_Temp                                                                        : score -0.06387 ((750000, 8))
181/220 Feature Combine_Sex_Height                                                                             : score -0.06553 ((750000, 8))
182/220 Feature Divide_Sex_Weight                                                                              : score -0.06299 ((750000, 8))
183/220 Feature CombineThenFreq_Duration_Body_Temp                                                             : score -0.06320 ((750000, 8))
184/220 Feature CombineThenFreq_Age_Heart_Rate                                                                 : score -0.06423 ((750000, 8))
185/220 Feature Divide_Heart_Rate_Height                                                                       : score -0.06301 ((750000, 8))
186/220 Feature Divide_Duration_Heart_Rate                                                                     : score -0.06267 ((750000, 8))
187/220 Feature Multiply_Weight_Duration                                                                       : score -0.06494 ((750000, 8))
188/220 Feature Plus_Height_Duration                                                                           : score -0.06295 ((750000, 8))
189/220 Feature Multiply_Sex_Body_Temp                                                                         : score -0.06264 ((750000, 8))
190/220 Feature Combine_Heart_Rate_Body_Temp                                                                   : score -0.07319 ((750000, 8))
191/220 Feature CombineThenFreq_Age_Duration                                                                   : score -0.06615 ((750000, 8))
192/220 Feature Divide_Age_Duration                                                                            : score -0.06256 ((750000, 8))
193/220 Feature Multiply_Height_Heart_Rate                                                                     : score -0.06578 ((750000, 8))
194/220 Feature Freq_Age                                                                                       : score -0.06360 ((750000, 8))
195/220 Feature Divide_Duration_Age                                                                            : score -0.06257 ((750000, 8))
196/220 Feature Freq_Height                                                                                    : score -0.06275 ((750000, 8))
197/220 Feature GroupByThenMean_Weight_Height                                                                  : score -0.06279 ((750000, 8))
198/220 Feature GroupByThenMean_Heart_Rate_Duration                                                            : score -0.06312 ((750000, 8))
199/220 Feature Minus_Age_Duration                                                                             : score -0.06280 ((750000, 8))
200/220 Feature Multiply_Height_Body_Temp                                                                      : score -0.06305 ((750000, 8))
201/220 Feature Divide_Height_Age                                                                              : score -0.06402 ((750000, 8))
202/220 Feature Plus_Duration_Body_Temp                                                                        : score -0.06285 ((750000, 8))
203/220 Feature Combine_Age_Duration                                                                           : score -0.06977 ((750000, 8))
204/220 Feature GroupByThenRank_Weight_Duration                                                                : score -0.06288 ((750000, 8))
205/220 Feature Min_Weight_Heart_Rate                                                                          : score -0.06284 ((750000, 8))
206/220 Feature Minus_Height_Heart_Rate                                                                        : score -0.06292 ((750000, 8))
207/220 Feature Divide_Height_Body_Temp                                                                        : score -0.06280 ((750000, 8))
208/220 Feature GroupByThenRank_Sex_Duration                                                                   : score -0.06429 ((750000, 8))
209/220 Feature GroupByThenMean_Sex_Duration                                                                   : score -0.06274 ((750000, 8))
