C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\.venv\Scripts\python.exe C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\feature_selection\fs11_map_original_dataset_targets_min_nunique_from_fc8_fc9.py
df_train_features.shape=(750000, 254)
len(FEATURES_ALREADY_FOUND)=0
Starting Forward Feature Selection.
Original Features (always selected): ['Sex', 'Age', 'Height', 'Weight', 'Duration', 'Heart_Rate', 'Body_Temp']
Initial features to select: []
Initial features to discard: []
Scoring baseline model
Baseline score: 0.05958 ((750000, 7)) (15.12s)
Round 0
0  /253 Feature map_orig_targets_min_Age_Body_Temp                                                             : score 0.05957 (-0.00001)
199/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                   : score 0.05955 (0.00008)
200/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate                             : score 0.05956 (0.00009)
201/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration                                        : score 0.05962 (0.00016)
202/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate_Body_Temp                            : score 0.05952 (0.00005)
203/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate                                      : score 0.05951 (0.00004)
204/252 Feature map_orig_targets_nunique_Sex_Age_Height_Weight                                                 : score 0.05960 (0.00014)
205/252 Feature map_orig_targets_nunique_Sex_Age                                                               : score 0.05958 (0.00012)
206/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Body_Temp                                              : score 0.05957 (0.00010)
207/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Body_Temp                                     : score 0.05954 (0.00008)
208/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Heart_Rate_Body_Temp                          : score 0.05952 (0.00005)
209/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration_Heart_Rate                                    : score 0.05953 (0.00007)
210/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Duration                                               : score 0.05956 (0.00010)
211/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Heart_Rate_Body_Temp                                   : score 0.05954 (0.00008)
212/252 Feature map_orig_targets_nunique_Sex_Age_Weight_Heart_Rate                                             : score 0.05952 (0.00006)
213/252 Feature map_orig_targets_nunique_Sex_Age_Weight                                                        : score 0.05960 (0.00013)
214/252 Feature map_orig_targets_nunique_Sex_Body_Temp                                                         : score 0.05954 (0.00008)
215/252 Feature map_orig_targets_nunique_Sex_Duration_Body_Temp                                                : score 0.05956 (0.00009)
216/252 Feature map_orig_targets_nunique_Sex_Duration_Heart_Rate_Body_Temp                                     : score 0.05957 (0.00010)
217/252 Feature map_orig_targets_nunique_Sex_Duration_Heart_Rate                                               : score 0.05950 (0.00003)
218/252 Feature map_orig_targets_nunique_Sex_Duration                                                          : score 0.05956 (0.00010)
219/252 Feature map_orig_targets_nunique_Sex_Heart_Rate_Body_Temp                                              : score 0.05959 (0.00012)
220/252 Feature map_orig_targets_nunique_Sex_Heart_Rate                                                        : score 0.05959 (0.00013)
221/252 Feature map_orig_targets_nunique_Sex_Height_Body_Temp                                                  : score 0.05964 (0.00017)
222/252 Feature map_orig_targets_nunique_Sex_Height_Duration_Body_Temp                                         : score 0.05960 (0.00013)
223/252 Feature map_orig_targets_nunique_Sex_Height_Duration_Heart_Rate_Body_Temp                              : score 0.05955 (0.00009)
224/252 Feature map_orig_targets_nunique_Sex_Height_Duration_Heart_Rate                                        : score 0.05958 (0.00011)
225/252 Feature map_orig_targets_nunique_Sex_Height_Duration                                                   : score 0.05956 (0.00009)
226/252 Feature map_orig_targets_nunique_Sex_Height_Heart_Rate_Body_Temp                                       : score 0.05952 (0.00006)
227/252 Feature map_orig_targets_nunique_Sex_Height_Heart_Rate                                                 : score 0.05961 (0.00015)
228/252 Feature map_orig_targets_nunique_Sex_Height                                                            : score 0.05963 (0.00016)
229/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Body_Temp                                           : score 0.05950 (0.00003)
230/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Duration_Body_Temp                                  : score 0.05954 (0.00007)
231/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Duration_Heart_Rate_Body_Temp                       : score 0.05952 (0.00005)
232/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Duration_Heart_Rate                                 : score 0.05951 (0.00005)
233/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Duration                                            : score 0.05956 (0.00009)
234/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Heart_Rate_Body_Temp                                : score 0.05953 (0.00006)
235/252 Feature map_orig_targets_nunique_Sex_Height_Weight_Heart_Rate                                          : score 0.05953 (0.00006)
236/252 Feature map_orig_targets_nunique_Sex_Height_Weight                                                     : score 0.05959 (0.00012)
237/252 Feature map_orig_targets_nunique_Sex                                                                   : score 0.05953 (0.00007)
238/252 Feature map_orig_targets_nunique_Sex_Weight_Body_Temp                                                  : score 0.05957 (0.00010)
239/252 Feature map_orig_targets_nunique_Sex_Weight_Duration_Body_Temp                                         : score 0.05956 (0.00010)
240/252 Feature map_orig_targets_nunique_Sex_Weight_Duration_Heart_Rate_Body_Temp                              : score 0.05952 (0.00006)
241/252 Feature map_orig_targets_nunique_Sex_Weight_Duration_Heart_Rate                                        : score 0.05955 (0.00008)
242/252 Feature map_orig_targets_nunique_Sex_Weight_Duration                                                   : score 0.05954 (0.00007)
243/252 Feature map_orig_targets_nunique_Sex_Weight_Heart_Rate                                                 : score 0.05956 (0.00010)
244/252 Feature map_orig_targets_nunique_Sex_Weight                                                            : score 0.05963 (0.00017)
245/252 Feature map_orig_targets_nunique_Weight_Body_Temp                                                      : score 0.05956 (0.00009)
246/252 Feature map_orig_targets_nunique_Weight_Duration_Body_Temp                                             : score 0.05952 (0.00005)
247/252 Feature map_orig_targets_nunique_Weight_Duration_Heart_Rate_Body_Temp                                  : score 0.05951 (0.00004)
248/252 Feature map_orig_targets_nunique_Weight_Duration_Heart_Rate                                            : score 0.05957 (0.00010)
249/252 Feature map_orig_targets_nunique_Weight_Duration                                                       : score 0.05957 (0.00010)
250/252 Feature map_orig_targets_nunique_Weight_Heart_Rate_Body_Temp                                           : score 0.05958 (0.00011)
251/252 Feature map_orig_targets_nunique_Weight_Heart_Rate                                                     : score 0.05963 (0.00016)
252/252 Feature map_orig_targets_nunique_Weight                                                                : score 0.05961 (0.00015)
Feature to select: map_orig_targets_min_Height_Weight_Heart_Rate, score: -0.059473096945253094
Features selected: ['map_orig_targets_nunique_Sex_Weight_Heart_Rate_Body_Temp', 'map_orig_targets_min_Height_Weight_Heart_Rate']
Round 2
0  /251 Feature map_orig_targets_min_Age_Body_Temp                                                             : score 0.05953 (0.00006)
1  /251 Feature map_orig_targets_min_Age_Duration_Body_Temp                                                    : score 0.05951 (0.00003)
2  /251 Feature map_orig_targets_min_Age_Duration_Heart_Rate_Body_Temp                                         : score 0.05952 (0.00005)
3  /251 Feature map_orig_targets_min_Age_Duration_Heart_Rate                                                   : score 0.05950 (0.00003)
4  /251 Feature map_orig_targets_min_Age_Duration                                                              : score 0.05968 (0.00021)
5  /251 Feature map_orig_targets_min_Age_Heart_Rate_Body_Temp                                                  : score 0.05950 (0.00002)
6  /251 Feature map_orig_targets_min_Age_Heart_Rate                                                            : score 0.05962 (0.00014)
7  /251 Feature map_orig_targets_min_Age_Height_Body_Temp                                                      : score 0.05953 (0.00006)
8  /251 Feature map_orig_targets_min_Age_Height_Duration_Body_Temp                                             : score 0.05952 (0.00005)
9  /251 Feature map_orig_targets_min_Age_Height_Duration_Heart_Rate_Body_Temp                                  : score 0.05946 (-0.00001)
10 /251 Feature map_orig_targets_min_Age_Height_Duration_Heart_Rate                                            : score 0.05950 (0.00003)
11 /251 Feature map_orig_targets_min_Age_Height_Duration                                                       : score 0.05951 (0.00004)
12 /251 Feature map_orig_targets_min_Age_Height_Heart_Rate_Body_Temp                                           : score 0.05948 (0.00001)
13 /251 Feature map_orig_targets_min_Age_Height_Heart_Rate                                                     : score 0.05958 (0.00010)
14 /251 Feature map_orig_targets_min_Age_Height                                                                : score 0.05953 (0.00006)
15 /251 Feature map_orig_targets_min_Age_Height_Weight_Body_Temp                                               : score 0.05946 (-0.00001)
16 /251 Feature map_orig_targets_min_Age_Height_Weight_Duration_Body_Temp                                      : score 0.05950 (0.00003)
17 /251 Feature map_orig_targets_min_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                           : score 0.05947 (-0.00001)
18 /251 Feature map_orig_targets_min_Age_Height_Weight_Duration_Heart_Rate                                     : score 0.05944 (-0.00003)
19 /251 Feature map_orig_targets_min_Age_Height_Weight_Duration                                                : score 0.05953 (0.00006)
20 /251 Feature map_orig_targets_min_Age_Height_Weight_Heart_Rate_Body_Temp                                    : score 0.05948 (0.00000)
21 /251 Feature map_orig_targets_min_Age_Height_Weight_Heart_Rate                                              : score 0.05953 (0.00005)
22 /251 Feature map_orig_targets_min_Age_Height_Weight                                                         : score 0.05951 (0.00004)
23 /251 Feature map_orig_targets_min_Age                                                                       : score 0.05957 (0.00010)
24 /251 Feature map_orig_targets_min_Age_Weight_Body_Temp                                                      : score 0.05951 (0.00004)
25 /251 Feature map_orig_targets_min_Age_Weight_Duration_Body_Temp                                             : score 0.05952 (0.00005)
26 /251 Feature map_orig_targets_min_Age_Weight_Duration_Heart_Rate_Body_Temp                                  : score 0.05946 (-0.00002)
27 /251 Feature map_orig_targets_min_Age_Weight_Duration_Heart_Rate                                            : score 0.05949 (0.00002)
28 /251 Feature map_orig_targets_min_Age_Weight_Duration                                                       : score 0.05958 (0.00011)
29 /251 Feature map_orig_targets_min_Age_Weight_Heart_Rate_Body_Temp                                           : score 0.05948 (0.00001)
30 /251 Feature map_orig_targets_min_Age_Weight_Heart_Rate                                                     : score 0.05955 (0.00008)
31 /251 Feature map_orig_targets_min_Age_Weight                                                                : score 0.05960 (0.00013)
32 /251 Feature map_orig_targets_min_Body_Temp                                                                 : score 0.05955 (0.00007)
33 /251 Feature map_orig_targets_min_Duration_Body_Temp                                                        : score 0.05952 (0.00004)
34 /251 Feature map_orig_targets_min_Duration_Heart_Rate_Body_Temp                                             : score 0.05954 (0.00007)
35 /251 Feature map_orig_targets_min_Duration_Heart_Rate                                                       : score 0.05963 (0.00015)
36 /251 Feature map_orig_targets_min_Duration                                                                  : score 0.05952 (0.00005)
37 /251 Feature map_orig_targets_min_Heart_Rate_Body_Temp                                                      : score 0.05960 (0.00013)
38 /251 Feature map_orig_targets_min_Heart_Rate                                                                : score 0.05955 (0.00008)
39 /251 Feature map_orig_targets_min_Height_Body_Temp                                                          : score 0.05958 (0.00011)
40 /251 Feature map_orig_targets_min_Height_Duration_Body_Temp                                                 : score 0.05954 (0.00006)
41 /251 Feature map_orig_targets_min_Height_Duration_Heart_Rate_Body_Temp                                      : score 0.05950 (0.00002)
42 /251 Feature map_orig_targets_min_Height_Duration_Heart_Rate                                                : score 0.05946 (-0.00002)
43 /251 Feature map_orig_targets_min_Height_Duration                                                           : score 0.05961 (0.00014)
44 /251 Feature map_orig_targets_min_Height_Heart_Rate_Body_Temp                                               : score 0.05948 (0.00000)
45 /251 Feature map_orig_targets_min_Height_Heart_Rate                                                         : score 0.05958 (0.00011)
46 /251 Feature map_orig_targets_min_Height                                                                    : score 0.05949 (0.00002)
47 /251 Feature map_orig_targets_min_Height_Weight_Body_Temp                                                   : score 0.05952 (0.00004)
48 /251 Feature map_orig_targets_min_Height_Weight_Duration_Body_Temp                                          : score 0.05957 (0.00010)
49 /251 Feature map_orig_targets_min_Height_Weight_Duration_Heart_Rate_Body_Temp                               : score 0.05946 (-0.00002)
50 /251 Feature map_orig_targets_min_Height_Weight_Duration_Heart_Rate                                         : score 0.05948 (0.00001)
51 /251 Feature map_orig_targets_min_Height_Weight_Duration                                                    : score 0.05956 (0.00009)
52 /251 Feature map_orig_targets_min_Height_Weight_Heart_Rate_Body_Temp                                        : score 0.05945 (-0.00003)
53 /251 Feature map_orig_targets_min_Height_Weight                                                             : score 0.05954 (0.00006)
54 /251 Feature map_orig_targets_min_Sex_Age_Body_Temp                                                         : score 0.05961 (0.00014)
55 /251 Feature map_orig_targets_min_Sex_Age_Duration_Body_Temp                                                : score 0.05953 (0.00006)
56 /251 Feature map_orig_targets_min_Sex_Age_Duration_Heart_Rate_Body_Temp                                     : score 0.05947 (-0.00000)
57 /251 Feature map_orig_targets_min_Sex_Age_Duration_Heart_Rate                                               : score 0.05944 (-0.00003)
58 /251 Feature map_orig_targets_min_Sex_Age_Duration                                                          : score 0.05964 (0.00016)
59 /251 Feature map_orig_targets_min_Sex_Age_Heart_Rate_Body_Temp                                              : score 0.05951 (0.00004)
60 /251 Feature map_orig_targets_min_Sex_Age_Heart_Rate                                                        : score 0.05958 (0.00011)
61 /251 Feature map_orig_targets_min_Sex_Age_Height_Body_Temp                                                  : score 0.05947 (-0.00001)
62 /251 Feature map_orig_targets_min_Sex_Age_Height_Duration_Body_Temp                                         : score 0.05946 (-0.00001)
63 /251 Feature map_orig_targets_min_Sex_Age_Height_Duration_Heart_Rate_Body_Temp                              : score 0.05946 (-0.00001)
64 /251 Feature map_orig_targets_min_Sex_Age_Height_Duration_Heart_Rate                                        : score 0.05947 (0.00000)
65 /251 Feature map_orig_targets_min_Sex_Age_Height_Duration                                                   : score 0.05954 (0.00007)
66 /251 Feature map_orig_targets_min_Sex_Age_Height_Heart_Rate_Body_Temp                                       : score 0.05949 (0.00001)
67 /251 Feature map_orig_targets_min_Sex_Age_Height_Heart_Rate                                                 : score 0.05956 (0.00009)
68 /251 Feature map_orig_targets_min_Sex_Age_Height                                                            : score 0.05956 (0.00009)
69 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Body_Temp                                           : score 0.05949 (0.00002)
70 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Duration_Body_Temp                                  : score 0.05945 (-0.00002)
71 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                       : score 0.05949 (0.00001)
72 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Duration_Heart_Rate                                 : score 0.05945 (-0.00002)
73 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Duration                                            : score 0.05951 (0.00004)
74 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Heart_Rate_Body_Temp                                : score 0.05950 (0.00002)
75 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight_Heart_Rate                                          : score 0.05950 (0.00002)
76 /251 Feature map_orig_targets_min_Sex_Age_Height_Weight                                                     : score 0.05958 (0.00011)
77 /251 Feature map_orig_targets_min_Sex_Age                                                                   : score 0.05960 (0.00012)
78 /251 Feature map_orig_targets_min_Sex_Age_Weight_Body_Temp                                                  : score 0.05952 (0.00005)
79 /251 Feature map_orig_targets_min_Sex_Age_Weight_Duration_Body_Temp                                         : score 0.05947 (-0.00000)
80 /251 Feature map_orig_targets_min_Sex_Age_Weight_Duration_Heart_Rate_Body_Temp                              : score 0.05947 (-0.00001)
81 /251 Feature map_orig_targets_min_Sex_Age_Weight_Duration_Heart_Rate                                        : score 0.05948 (0.00001)
82 /251 Feature map_orig_targets_min_Sex_Age_Weight_Duration                                                   : score 0.05961 (0.00013)
83 /251 Feature map_orig_targets_min_Sex_Age_Weight_Heart_Rate_Body_Temp                                       : score 0.05949 (0.00001)
84 /251 Feature map_orig_targets_min_Sex_Age_Weight_Heart_Rate                                                 : score 0.05953 (0.00005)
85 /251 Feature map_orig_targets_min_Sex_Age_Weight                                                            : score 0.05966 (0.00018)
86 /251 Feature map_orig_targets_min_Sex_Body_Temp                                                             : score 0.05950 (0.00002)
87 /251 Feature map_orig_targets_min_Sex_Duration_Body_Temp                                                    : score 0.05948 (0.00000)
88 /251 Feature map_orig_targets_min_Sex_Duration_Heart_Rate_Body_Temp                                         : score 0.05951 (0.00004)
89 /251 Feature map_orig_targets_min_Sex_Duration_Heart_Rate                                                   : score 0.05968 (0.00021)
90 /251 Feature map_orig_targets_min_Sex_Duration                                                              : score 0.05949 (0.00002)
91 /251 Feature map_orig_targets_min_Sex_Heart_Rate_Body_Temp                                                  : score 0.05962 (0.00015)
92 /251 Feature map_orig_targets_min_Sex_Heart_Rate                                                            : score 0.05956 (0.00009)
93 /251 Feature map_orig_targets_min_Sex_Height_Body_Temp                                                      : score 0.05956 (0.00008)
94 /251 Feature map_orig_targets_min_Sex_Height_Duration_Body_Temp                                             : score 0.05955 (0.00007)
95 /251 Feature map_orig_targets_min_Sex_Height_Duration_Heart_Rate_Body_Temp                                  : score 0.05950 (0.00003)
96 /251 Feature map_orig_targets_min_Sex_Height_Duration_Heart_Rate                                            : score 0.05951 (0.00004)
97 /251 Feature map_orig_targets_min_Sex_Height_Duration                                                       : score 0.05956 (0.00009)
98 /251 Feature map_orig_targets_min_Sex_Height_Heart_Rate_Body_Temp                                           : score 0.05949 (0.00002)
99 /251 Feature map_orig_targets_min_Sex_Height_Heart_Rate                                                     : score 0.05956 (0.00009)
100/251 Feature map_orig_targets_min_Sex_Height                                                                : score 0.05949 (0.00002)
101/251 Feature map_orig_targets_min_Sex_Height_Weight_Body_Temp                                               : score 0.05952 (0.00005)
102/251 Feature map_orig_targets_min_Sex_Height_Weight_Duration_Body_Temp                                      : score 0.05952 (0.00004)
103/251 Feature map_orig_targets_min_Sex_Height_Weight_Duration_Heart_Rate_Body_Temp                           : score 0.05948 (0.00001)
104/251 Feature map_orig_targets_min_Sex_Height_Weight_Duration_Heart_Rate                                     : score 0.05951 (0.00004)
105/251 Feature map_orig_targets_min_Sex_Height_Weight_Duration                                                : score 0.05956 (0.00008)
106/251 Feature map_orig_targets_min_Sex_Height_Weight_Heart_Rate_Body_Temp                                    : score 0.05947 (-0.00000)
107/251 Feature map_orig_targets_min_Sex_Height_Weight_Heart_Rate                                              : score 0.05953 (0.00006)
108/251 Feature map_orig_targets_min_Sex_Height_Weight                                                         : score 0.05957 (0.00010)
109/251 Feature map_orig_targets_min_Sex                                                                       : score 0.05953 (0.00006)
110/251 Feature map_orig_targets_min_Sex_Weight_Body_Temp                                                      : score 0.05955 (0.00008)
111/251 Feature map_orig_targets_min_Sex_Weight_Duration_Body_Temp                                             : score 0.05957 (0.00010)
112/251 Feature map_orig_targets_min_Sex_Weight_Duration_Heart_Rate_Body_Temp                                  : score 0.05949 (0.00001)
113/251 Feature map_orig_targets_min_Sex_Weight_Duration_Heart_Rate                                            : score 0.05955 (0.00008)
114/251 Feature map_orig_targets_min_Sex_Weight_Duration                                                       : score 0.05956 (0.00008)
115/251 Feature map_orig_targets_min_Sex_Weight_Heart_Rate_Body_Temp                                           : score 0.05949 (0.00002)
116/251 Feature map_orig_targets_min_Sex_Weight_Heart_Rate                                                     : score 0.05952 (0.00004)
117/251 Feature map_orig_targets_min_Sex_Weight                                                                : score 0.05952 (0.00004)
118/251 Feature map_orig_targets_min_Weight_Body_Temp                                                          : score 0.05959 (0.00012)
119/251 Feature map_orig_targets_min_Weight_Duration_Body_Temp                                                 : score 0.05953 (0.00006)
120/251 Feature map_orig_targets_min_Weight_Duration_Heart_Rate_Body_Temp                                      : score 0.05949 (0.00002)
121/251 Feature map_orig_targets_min_Weight_Duration_Heart_Rate                                                : score 0.05956 (0.00009)
122/251 Feature map_orig_targets_min_Weight_Duration                                                           : score 0.05954 (0.00006)
123/251 Feature map_orig_targets_min_Weight_Heart_Rate_Body_Temp                                               : score 0.05950 (0.00002)
124/251 Feature map_orig_targets_min_Weight_Heart_Rate                                                         : score 0.05956 (0.00009)
125/251 Feature map_orig_targets_min_Weight                                                                    : score 0.05958 (0.00011)
126/251 Feature map_orig_targets_nunique_Age_Body_Temp                                                         : score 0.05956 (0.00009)
127/251 Feature map_orig_targets_nunique_Age_Duration_Body_Temp                                                : score 0.05951 (0.00004)
128/251 Feature map_orig_targets_nunique_Age_Duration_Heart_Rate_Body_Temp                                     : score 0.05953 (0.00006)
129/251 Feature map_orig_targets_nunique_Age_Duration_Heart_Rate                                               : score 0.05950 (0.00003)
130/251 Feature map_orig_targets_nunique_Age_Duration                                                          : score 0.05957 (0.00009)
131/251 Feature map_orig_targets_nunique_Age_Heart_Rate_Body_Temp                                              : score 0.05950 (0.00003)
132/251 Feature map_orig_targets_nunique_Age_Heart_Rate                                                        : score 0.05953 (0.00006)
133/251 Feature map_orig_targets_nunique_Age_Height_Body_Temp                                                  : score 0.05949 (0.00002)
134/251 Feature map_orig_targets_nunique_Age_Height_Duration_Body_Temp                                         : score 0.05955 (0.00008)
135/251 Feature map_orig_targets_nunique_Age_Height_Duration_Heart_Rate_Body_Temp                              : score 0.05948 (0.00000)
136/251 Feature map_orig_targets_nunique_Age_Height_Duration_Heart_Rate                                        : score 0.05949 (0.00002)
137/251 Feature map_orig_targets_nunique_Age_Height_Duration                                                   : score 0.05951 (0.00004)
138/251 Feature map_orig_targets_nunique_Age_Height_Heart_Rate_Body_Temp                                       : score 0.05948 (0.00001)
139/251 Feature map_orig_targets_nunique_Age_Height_Heart_Rate                                                 : score 0.05952 (0.00004)
140/251 Feature map_orig_targets_nunique_Age_Height                                                            : score 0.05957 (0.00010)
141/251 Feature map_orig_targets_nunique_Age_Height_Weight_Body_Temp                                           : score 0.05946 (-0.00001)
142/251 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Body_Temp                                  : score 0.05950 (0.00002)
143/251 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                       : score 0.05947 (-0.00000)
144/251 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Heart_Rate                                 : score 0.05943 (-0.00004)
145/251 Feature map_orig_targets_nunique_Age_Height_Weight_Duration                                            : score 0.05950 (0.00002)
146/251 Feature map_orig_targets_nunique_Age_Height_Weight_Heart_Rate_Body_Temp                                : score 0.05948 (0.00000)
147/251 Feature map_orig_targets_nunique_Age_Height_Weight_Heart_Rate                                          : score 0.05949 (0.00002)
148/251 Feature map_orig_targets_nunique_Age_Height_Weight                                                     : score 0.05950 (0.00003)
149/251 Feature map_orig_targets_nunique_Age                                                                   : score 0.05956 (0.00009)
150/251 Feature map_orig_targets_nunique_Age_Weight_Body_Temp                                                  : score 0.05944 (-0.00003)
151/251 Feature map_orig_targets_nunique_Age_Weight_Duration_Body_Temp                                         : score 0.05953 (0.00006)
152/251 Feature map_orig_targets_nunique_Age_Weight_Duration_Heart_Rate_Body_Temp                              : score 0.05944 (-0.00003)
153/251 Feature map_orig_targets_nunique_Age_Weight_Duration_Heart_Rate                                        : score 0.05944 (-0.00004)
154/251 Feature map_orig_targets_nunique_Age_Weight_Duration                                                   : score 0.05953 (0.00006)
155/251 Feature map_orig_targets_nunique_Age_Weight_Heart_Rate_Body_Temp                                       : score 0.05946 (-0.00001)
156/251 Feature map_orig_targets_nunique_Age_Weight_Heart_Rate                                                 : score 0.05950 (0.00003)
157/251 Feature map_orig_targets_nunique_Age_Weight                                                            : score 0.05952 (0.00005)
158/251 Feature map_orig_targets_nunique_Body_Temp                                                             : score 0.05951 (0.00004)
159/251 Feature map_orig_targets_nunique_Duration_Body_Temp                                                    : score 0.05950 (0.00002)
160/251 Feature map_orig_targets_nunique_Duration_Heart_Rate_Body_Temp                                         : score 0.05948 (0.00001)
161/251 Feature map_orig_targets_nunique_Duration_Heart_Rate                                                   : score 0.05950 (0.00003)
162/251 Feature map_orig_targets_nunique_Duration                                                              : score 0.05953 (0.00005)
163/251 Feature map_orig_targets_nunique_Heart_Rate_Body_Temp                                                  : score 0.05954 (0.00007)
164/251 Feature map_orig_targets_nunique_Heart_Rate                                                            : score 0.05960 (0.00012)
165/251 Feature map_orig_targets_nunique_Height_Body_Temp                                                      : score 0.05948 (0.00001)
166/251 Feature map_orig_targets_nunique_Height_Duration_Body_Temp                                             : score 0.05949 (0.00001)
167/251 Feature map_orig_targets_nunique_Height_Duration_Heart_Rate_Body_Temp                                  : score 0.05953 (0.00005)
168/251 Feature map_orig_targets_nunique_Height_Duration_Heart_Rate                                            : score 0.05955 (0.00007)
169/251 Feature map_orig_targets_nunique_Height_Duration                                                       : score 0.05958 (0.00011)
170/251 Feature map_orig_targets_nunique_Height_Heart_Rate_Body_Temp                                           : score 0.05951 (0.00004)
171/251 Feature map_orig_targets_nunique_Height_Heart_Rate                                                     : score 0.05953 (0.00005)
172/251 Feature map_orig_targets_nunique_Height                                                                : score 0.05956 (0.00009)
173/251 Feature map_orig_targets_nunique_Height_Weight_Body_Temp                                               : score 0.05952 (0.00004)
174/251 Feature map_orig_targets_nunique_Height_Weight_Duration_Body_Temp                                      : score 0.05951 (0.00004)
175/251 Feature map_orig_targets_nunique_Height_Weight_Duration_Heart_Rate_Body_Temp                           : score 0.05947 (-0.00000)
176/251 Feature map_orig_targets_nunique_Height_Weight_Duration_Heart_Rate                                     : score 0.05946 (-0.00001)
177/251 Feature map_orig_targets_nunique_Height_Weight_Duration                                                : score 0.05949 (0.00002)
178/251 Feature map_orig_targets_nunique_Height_Weight_Heart_Rate_Body_Temp                                    : score 0.05950 (0.00003)
179/251 Feature map_orig_targets_nunique_Height_Weight_Heart_Rate                                              : score 0.05950 (0.00003)
180/251 Feature map_orig_targets_nunique_Height_Weight                                                         : score 0.05951 (0.00004)
181/251 Feature map_orig_targets_nunique_Sex_Age_Body_Temp                                                     : score 0.05950 (0.00003)
182/251 Feature map_orig_targets_nunique_Sex_Age_Duration_Body_Temp                                            : score 0.05955 (0.00008)
183/251 Feature map_orig_targets_nunique_Sex_Age_Duration_Heart_Rate_Body_Temp                                 : score 0.05949 (0.00001)
184/251 Feature map_orig_targets_nunique_Sex_Age_Duration_Heart_Rate                                           : score 0.05950 (0.00002)
185/251 Feature map_orig_targets_nunique_Sex_Age_Duration                                                      : score 0.05956 (0.00008)
186/251 Feature map_orig_targets_nunique_Sex_Age_Heart_Rate_Body_Temp                                          : score 0.05949 (0.00002)
187/251 Feature map_orig_targets_nunique_Sex_Age_Heart_Rate                                                    : score 0.05949 (0.00002)
188/251 Feature map_orig_targets_nunique_Sex_Age_Height_Body_Temp                                              : score 0.05951 (0.00003)
189/251 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Body_Temp                                     : score 0.05949 (0.00002)
190/251 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Heart_Rate_Body_Temp                          : score 0.05948 (0.00001)
191/251 Feature map_orig_targets_nunique_Sex_Age_Height_Duration_Heart_Rate                                    : score 0.05946 (-0.00002)
192/251 Feature map_orig_targets_nunique_Sex_Age_Height_Duration                                               : score 0.05947 (-0.00000)
193/251 Feature map_orig_targets_nunique_Sex_Age_Height_Heart_Rate_Body_Temp                                   : score 0.05946 (-0.00001)
194/251 Feature map_orig_targets_nunique_Sex_Age_Height_Heart_Rate                                             : score 0.05952 (0.00005)
195/251 Feature map_orig_targets_nunique_Sex_Age_Height                                                        : score 0.05954 (0.00007)
196/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Body_Temp                                       : score 0.05948 (0.00000)
197/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Body_Temp                              : score 0.05949 (0.00001)
198/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                   : score 0.05946 (-0.00001)
199/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration_Heart_Rate                             : score 0.05949 (0.00002)
200/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Duration                                        : score 0.05946 (-0.00001)
201/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate_Body_Temp                            : score 0.05946 (-0.00001)
202/251 Feature map_orig_targets_nunique_Sex_Age_Height_Weight_Heart_Rate                                      : score 0.05946 (-0.00001)
