C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\.venv\Scripts\python.exe C:\Users\Johannes\PycharmProjects\kaggle-calories_2025-5\feature_selection\fs11_map_original_dataset_targets_min_nunique_from_fc8_fc9.py
df_train_features.shape=(750000, 254)
len(FEATURES_ALREADY_FOUND)=0
Starting Forward Feature Selection.
Original Features (always selected): ['Sex', 'Age', 'Height', 'Weight', 'Duration', 'Heart_Rate', 'Body_Temp']
Initial features to select: []
Initial features to discard: []
Scoring baseline model
Baseline score: 0.05958 ((750000, 7)) (15.12s)
Round 0
0  /253 Feature map_orig_targets_min_Age_Body_Temp                                                             : score 0.05957 (-0.00001)
133/253 Feature map_orig_targets_nunique_Age_Heart_Rate                                                        : score 0.05963 (0.00005)
134/253 Feature map_orig_targets_nunique_Age_Height_Body_Temp                                                  : score 0.05957 (-0.00001)
135/253 Feature map_orig_targets_nunique_Age_Height_Duration_Body_Temp                                         : score 0.05953 (-0.00005)
136/253 Feature map_orig_targets_nunique_Age_Height_Duration_Heart_Rate_Body_Temp                              : score 0.05955 (-0.00002)
137/253 Feature map_orig_targets_nunique_Age_Height_Duration_Heart_Rate                                        : score 0.05958 (0.00000)
138/253 Feature map_orig_targets_nunique_Age_Height_Duration                                                   : score 0.05959 (0.00001)
139/253 Feature map_orig_targets_nunique_Age_Height_Heart_Rate_Body_Temp                                       : score 0.05955 (-0.00003)
140/253 Feature map_orig_targets_nunique_Age_Height_Heart_Rate                                                 : score 0.05953 (-0.00005)
141/253 Feature map_orig_targets_nunique_Age_Height                                                            : score 0.05965 (0.00007)
142/253 Feature map_orig_targets_nunique_Age_Height_Weight_Body_Temp                                           : score 0.05952 (-0.00006)
143/253 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Body_Temp                                  : score 0.05955 (-0.00003)
144/253 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Heart_Rate_Body_Temp                       : score 0.05958 (0.00000)
145/253 Feature map_orig_targets_nunique_Age_Height_Weight_Duration_Heart_Rate                                 : score 0.05959 (0.00001)
146/253 Feature map_orig_targets_nunique_Age_Height_Weight_Duration                                            : score 0.05953 (-0.00005)
147/253 Feature map_orig_targets_nunique_Age_Height_Weight_Heart_Rate_Body_Temp                                : score 0.05958 (0.00000)
148/253 Feature map_orig_targets_nunique_Age_Height_Weight_Heart_Rate                                          : score 0.05958 (0.00000)
149/253 Feature map_orig_targets_nunique_Age_Height_Weight                                                     : score 0.05956 (-0.00002)
150/253 Feature map_orig_targets_nunique_Age                                                                   : score 0.05959 (0.00001)
151/253 Feature map_orig_targets_nunique_Age_Weight_Body_Temp                                                  : score 0.05954 (-0.00004)
152/253 Feature map_orig_targets_nunique_Age_Weight_Duration_Body_Temp                                         : score 0.05954 (-0.00004)
153/253 Feature map_orig_targets_nunique_Age_Weight_Duration_Heart_Rate_Body_Temp                              : score 0.05956 (-0.00002)
154/253 Feature map_orig_targets_nunique_Age_Weight_Duration_Heart_Rate                                        : score 0.05955 (-0.00003)
155/253 Feature map_orig_targets_nunique_Age_Weight_Duration                                                   : score 0.05953 (-0.00005)
156/253 Feature map_orig_targets_nunique_Age_Weight_Heart_Rate_Body_Temp                                       : score 0.05957 (-0.00001)
157/253 Feature map_orig_targets_nunique_Age_Weight_Heart_Rate                                                 : score 0.05951 (-0.00007)
158/253 Feature map_orig_targets_nunique_Age_Weight                                                            : score 0.05965 (0.00007)
159/253 Feature map_orig_targets_nunique_Body_Temp                                                             : score 0.05959 (0.00001)
160/253 Feature map_orig_targets_nunique_Duration_Body_Temp                                                    : score 0.05957 (-0.00001)
161/253 Feature map_orig_targets_nunique_Duration_Heart_Rate_Body_Temp                                         : score 0.05954 (-0.00004)
162/253 Feature map_orig_targets_nunique_Duration_Heart_Rate                                                   : score 0.05951 (-0.00007)
163/253 Feature map_orig_targets_nunique_Duration                                                              : score 0.05960 (0.00002)
164/253 Feature map_orig_targets_nunique_Heart_Rate_Body_Temp                                                  : score 0.05961 (0.00004)
165/253 Feature map_orig_targets_nunique_Heart_Rate                                                            : score 0.05958 (-0.00000)
166/253 Feature map_orig_targets_nunique_Height_Body_Temp                                                      : score 0.05963 (0.00005)
167/253 Feature map_orig_targets_nunique_Height_Duration_Body_Temp                                             : score 0.05954 (-0.00004)
168/253 Feature map_orig_targets_nunique_Height_Duration_Heart_Rate_Body_Temp                                  : score 0.05955 (-0.00002)
169/253 Feature map_orig_targets_nunique_Height_Duration_Heart_Rate                                            : score 0.05956 (-0.00002)
170/253 Feature map_orig_targets_nunique_Height_Duration                                                       : score 0.05958 (0.00000)
171/253 Feature map_orig_targets_nunique_Height_Heart_Rate_Body_Temp                                           : score 0.05954 (-0.00004)
172/253 Feature map_orig_targets_nunique_Height_Heart_Rate                                                     : score 0.05956 (-0.00002)
173/253 Feature map_orig_targets_nunique_Height                                                                : score 0.05958 (0.00000)
174/253 Feature map_orig_targets_nunique_Height_Weight_Body_Temp                                               : score 0.05959 (0.00001)
175/253 Feature map_orig_targets_nunique_Height_Weight_Duration_Body_Temp                                      : score 0.05949 (-0.00009)
176/253 Feature map_orig_targets_nunique_Height_Weight_Duration_Heart_Rate_Body_Temp                           : score 0.05957 (-0.00001)
177/253 Feature map_orig_targets_nunique_Height_Weight_Duration_Heart_Rate                                     : score 0.05954 (-0.00004)
178/253 Feature map_orig_targets_nunique_Height_Weight_Duration                                                : score 0.05951 (-0.00007)
179/253 Feature map_orig_targets_nunique_Height_Weight_Heart_Rate_Body_Temp                                    : score 0.05957 (-0.00001)
180/253 Feature map_orig_targets_nunique_Height_Weight_Heart_Rate                                              : score 0.05959 (0.00001)
181/253 Feature map_orig_targets_nunique_Height_Weight                                                         : score 0.05958 (-0.00000)
